trip_id,source_area_type,destination_area_type,distance_km,duration_min,traffic_level,time_of_day,day_type,weather,vehicle_type,peak_hour,transfer_count,walking_distance_m,route_type,estimated_fare
SCV20001874,airport,residential,31.21,100.80,low,night,weekday,clear,ola,no,1,929,multimodal,945.57
SCV20001875,metro_station,commercial,1.88,21.20,high,evening,weekday,cloudy,metro,yes,0,110,direct,19.58
SCV20001876,residential,commercial,9.34,21.90,low,night,weekday,clear,uber,no,0,138,direct,439.46
SCV20001877,college_area,commercial,7.78,37.30,medium,evening,weekday,clear,auto,yes,0,29,direct,194.75
SCV20001878,residential,commercial,10.10,59.80,medium,evening,weekday,clear,ola,no,1,632,multimodal,463.62
SCV20001879,commercial,residential,10.84,87.50,low,afternoon,weekday,clear,metro,no,3,1621,multimodal,36.23
SCV20001880,college_area,metro_station,5.46,50.30,medium,afternoon,weekday,clear,bus,yes,2,947,multimodal,33.64
SCV20001881,airport,metro_station,26.84,129.50,medium,evening,weekday,clear,ola,yes,0,82,direct,1376.78
SCV20001882,metro_station,shopping_area,5.33,19.60,low,night,weekend,clear,rapido,yes,0,83,direct,94.97
SCV20001883,commercial,metro_station,6.51,52.80,high,morning,weekday,rainy,rapido,yes,0,126,direct,191.86
SCV20001884,residential,shopping_area,10.18,50.50,medium,evening,weekday,clear,rapido,yes,0,111,direct,173.15
SCV20001885,commercial,metro_station,6.99,51.60,medium,afternoon,weekday,cloudy,rapido,no,1,578,multimodal,152.96
SCV20001886,metro_station,commercial,7.45,27.70,low,night,weekend,rainy,ola,yes,0,72,direct,325.68
SCV20001887,college_area,residential,9.33,61.50,low,morning,weekend,clear,bus,no,2,1592,multimodal,10.00
SCV20001888,airport,office_area,22.71,58.20,low,night,weekday,clear,bus,no,0,131,direct,31.40
SCV20001889,residential,shopping_area,11.26,57.00,medium,evening,weekend,clear,ola,no,0,149,direct,472.41
SCV20001890,metro_station,shopping_area,7.05,28.90,medium,morning,weekday,clear,bus,yes,0,217,direct,41.77
SCV20001891,college_area,residential,9.33,77.80,medium,afternoon,weekday,cloudy,metro,yes,3,1947,multimodal,23.79
SCV20001892,airport,office_area,27.05,79.80,low,night,weekday,clear,uber,no,0,111,direct,1178.81
SCV20001893,college_area,residential,3.03,26.00,medium,morning,weekday,clear,uber,yes,0,164,direct,282.71
SCV20001894,college_area,residential,3.45,40.20,medium,afternoon,weekday,clear,bus,yes,2,1794,multimodal,20.37
SCV20001895,commercial,residential,4.05,33.40,medium,evening,weekend,clear,auto,no,0,60,direct,144.46
SCV20001896,airport,office_area,20.22,56.50,low,night,weekend,clear,ola,no,0,77,direct,614.40
SCV20001897,college_area,metro_station,1.30,15.60,low,afternoon,weekday,clear,auto,no,0,80,direct,88.87
SCV20001898,commercial,office_area,2.51,20.80,medium,evening,weekday,clear,auto,yes,0,85,direct,110.04
SCV20001899,metro_station,residential,2.73,30.00,high,evening,weekday,clear,rapido,yes,1,35,direct,84.25
SCV20001900,commercial,office_area,5.14,26.20,medium,morning,weekday,clear,rapido,yes,0,80,direct,111.81
SCV20001901,college_area,office_area,10.43,33.40,low,afternoon,weekday,clear,ola,no,0,83,direct,327.70
SCV20001902,commercial,office_area,4.45,31.50,medium,evening,weekday,clear,rapido,yes,0,0,direct,111.35
SCV20001903,metro_station,commercial,6.59,59.50,medium,morning,weekday,clear,bus,yes,2,1974,multimodal,29.64
SCV20001904,commercial,office_area,2.07,18.00,low,afternoon,weekday,clear,uber,no,0,79,direct,162.03
SCV20001905,residential,metro_station,8.47,38.60,medium,evening,weekday,clear,uber,yes,0,88,direct,481.16
SCV20001906,metro_station,commercial,6.60,40.00,medium,morning,weekday,clear,bus,yes,0,273,direct,29.36
SCV20001907,college_area,commercial,10.81,48.40,medium,morning,weekday,clear,ola,yes,1,85,direct,474.25
SCV20001908,college_area,commercial,3.96,16.50,low,night,weekend,clear,uber,no,0,40,direct,212.18
SCV20001909,metro_station,residential,2.54,52.00,medium,morning,weekend,rainy,bus,no,1,1431,multimodal,22.43
SCV20001910,residential,commercial,8.55,25.20,low,night,weekday,cloudy,auto,no,0,218,direct,162.69
SCV20001911,commercial,shopping_area,6.07,33.70,medium,morning,weekday,cloudy,auto,yes,0,58,direct,171.25
SCV20001912,metro_station,office_area,3.71,49.50,high,evening,weekday,rainy,metro,yes,0,173,direct,33.77
SCV20001913,residential,metro_station,5.41,62.00,medium,morning,weekday,rainy,metro,yes,1,1238,multimodal,30.29
SCV20001914,residential,shopping_area,11.30,111.90,high,evening,weekday,rainy,metro,yes,1,1289,multimodal,48.51
SCV20001915,airport,office_area,22.53,108.70,medium,afternoon,weekday,clear,bus,yes,1,856,multimodal,65.23
SCV20001916,commercial,shopping_area,6.38,34.00,medium,morning,weekday,cloudy,uber,yes,0,51,direct,403.69
SCV20001917,commercial,metro_station,2.86,35.20,high,evening,weekday,cloudy,uber,yes,0,109,direct,422.70
SCV20001918,airport,commercial,26.10,93.90,medium,afternoon,weekday,rainy,ola,no,0,85,direct,1010.01
SCV20001919,residential,metro_station,4.83,72.20,medium,morning,weekday,clear,bus,yes,3,1902,multimodal,36.57
SCV20001920,residential,commercial,3.55,20.90,medium,afternoon,weekday,clear,auto,yes,0,89,direct,109.17
SCV20001921,residential,office_area,10.79,113.00,high,evening,weekday,cloudy,bus,yes,1,1205,multimodal,43.16
SCV20001922,residential,metro_station,4.01,33.00,high,morning,weekday,cloudy,uber,yes,0,105,direct,463.01
SCV20001923,residential,shopping_area,10.39,28.80,low,afternoon,weekend,cloudy,auto,no,0,57,direct,192.36
SCV20001924,metro_station,residential,3.91,39.70,high,morning,weekday,clear,rapido,yes,0,13,direct,132.42
SCV20001925,commercial,residential,5.43,34.90,medium,evening,weekday,clear,ola,no,0,117,direct,247.72
SCV20001926,metro_station,office_area,6.08,59.40,high,evening,weekday,clear,auto,yes,0,0,direct,278.56
SCV20001927,residential,office_area,16.90,81.60,medium,evening,weekend,cloudy,auto,no,0,100,direct,373.40
SCV20001928,residential,commercial,9.82,40.00,low,evening,weekend,cloudy,uber,no,0,80,direct,431.02
SCV20001929,commercial,shopping_area,7.90,59.10,low,afternoon,weekday,cloudy,metro,no,1,1492,multimodal,28.00
SCV20001930,commercial,metro_station,7.76,36.20,medium,morning,weekday,clear,auto,yes,0,50,direct,235.83
SCV20001931,commercial,residential,10.59,31.50,medium,afternoon,weekday,rainy,auto,no,0,91,direct,222.25
SCV20001932,residential,metro_station,6.18,36.30,medium,morning,weekday,cloudy,ola,yes,0,35,direct,311.04
SCV20001933,airport,commercial,14.54,47.40,low,afternoon,weekend,cloudy,ola,no,0,28,direct,520.00
SCV20001934,college_area,commercial,9.45,27.30,low,afternoon,weekday,clear,ola,no,0,27,direct,283.36
SCV20001935,residential,office_area,7.44,24.20,low,afternoon,weekday,clear,ola,no,0,12,direct,260.47
SCV20001936,commercial,residential,12.30,102.30,high,morning,weekday,rainy,uber,yes,2,1598,multimodal,1188.65
SCV20001937,residential,office_area,14.32,121.80,high,evening,weekday,rainy,metro,yes,0,152,direct,46.01
SCV20001938,residential,shopping_area,6.76,53.90,low,afternoon,weekend,cloudy,ola,no,1,1289,multimodal,322.94
SCV20001939,residential,shopping_area,7.42,33.70,medium,morning,weekend,clear,auto,yes,0,199,direct,197.42
SCV20001940,airport,office_area,24.99,150.00,high,evening,weekend,rainy,ola,yes,0,82,direct,1500.00
SCV20001941,commercial,office_area,6.14,20.90,low,night,weekday,cloudy,metro,no,0,208,direct,10.46
SCV20001942,metro_station,office_area,6.11,28.00,medium,afternoon,weekend,clear,uber,yes,0,115,direct,377.87
SCV20001943,metro_station,residential,4.34,38.00,high,evening,weekday,clear,rapido,yes,0,120,direct,145.79
SCV20001944,residential,commercial,10.14,48.40,medium,evening,weekend,clear,uber,yes,0,104,direct,611.46
SCV20001945,commercial,residential,8.21,70.10,high,evening,weekday,cloudy,uber,yes,1,154,direct,826.73
SCV20001946,metro_station,office_area,6.72,33.60,medium,morning,weekend,rainy,uber,yes,0,77,direct,475.36
SCV20001947,commercial,metro_station,5.30,60.10,high,evening,weekday,clear,bus,yes,0,308,direct,11.48
SCV20001948,commercial,residential,10.16,54.60,medium,evening,weekday,clear,auto,yes,0,37,direct,285.10
SCV20001949,metro_station,office_area,10.81,81.40,high,morning,weekday,rainy,bus,yes,1,495,multimodal,46.64
SCV20001950,metro_station,residential,3.46,79.10,high,evening,weekday,cloudy,uber,yes,3,1115,multimodal,762.68
SCV20001951,metro_station,shopping_area,6.46,33.40,medium,morning,weekday,clear,auto,yes,0,124,direct,175.27
SCV20001952,metro_station,residential,4.28,39.90,medium,afternoon,weekday,cloudy,rapido,yes,1,1071,multimodal,93.40
SCV20001953,metro_station,commercial,4.07,29.40,medium,evening,weekend,cloudy,ola,yes,0,166,direct,248.48
SCV20001954,commercial,residential,9.49,68.50,medium,afternoon,weekday,clear,bus,yes,2,1899,multimodal,48.60
SCV20001955,residential,office_area,15.67,144.60,high,evening,weekday,clear,bus,yes,1,972,multimodal,42.51
SCV20001956,airport,residential,20.57,76.60,medium,afternoon,weekday,clear,ola,yes,0,112,direct,796.96
SCV20001957,college_area,residential,3.33,30.20,medium,afternoon,weekday,clear,bus,yes,1,1026,multimodal,10.00
SCV20001958,residential,metro_station,1.71,22.60,medium,evening,weekday,clear,uber,yes,0,0,direct,229.68
SCV20001959,college_area,residential,6.43,30.00,medium,morning,weekday,cloudy,ola,yes,0,146,direct,327.56
SCV20001960,metro_station,commercial,4.34,54.70,high,evening,weekday,rainy,auto,yes,0,0,direct,261.98
SCV20001961,commercial,residential,9.57,55.80,low,night,weekday,clear,auto,no,2,1044,multimodal,248.18
SCV20001962,airport,commercial,19.36,51.70,low,night,weekend,clear,uber,no,0,62,direct,733.94
SCV20001963,airport,metro_station,27.18,103.90,medium,morning,weekday,clear,uber,yes,0,93,direct,1383.45
SCV20001964,residential,office_area,7.83,39.80,medium,morning,weekday,rainy,ola,yes,1,48,direct,390.79
SCV20001965,metro_station,residential,5.89,84.40,medium,evening,weekday,clear,bus,yes,2,1082,multimodal,22.78
SCV20001966,commercial,residential,5.52,37.80,medium,morning,weekday,clear,ola,yes,0,173,direct,299.52
SCV20001967,residential,metro_station,9.34,59.90,high,morning,weekday,rainy,rapido,yes,0,142,direct,255.58
SCV20001968,commercial,office_area,9.03,75.50,high,evening,weekday,cloudy,rapido,yes,0,81,direct,253.08
SCV20001969,residential,commercial,4.85,19.00,low,night,weekend,clear,uber,no,0,79,direct,255.39
SCV20001970,residential,metro_station,4.39,25.90,medium,afternoon,weekday,clear,metro,yes,0,291,direct,30.04
SCV20001971,airport,metro_station,19.83,150.00,high,evening,weekday,rainy,bus,yes,1,819,multimodal,74.45
SCV20001972,commercial,metro_station,7.41,61.10,high,morning,weekday,rainy,metro,yes,0,100,direct,31.81
SCV20001973,college_area,commercial,4.25,23.90,low,night,weekday,clear,ola,no,0,144,direct,214.34
SCV20001974,airport,residential,29.57,132.40,medium,evening,weekend,clear,uber,yes,0,138,direct,1500.00
SCV20001975,commercial,office_area,4.75,60.40,high,evening,weekday,cloudy,metro,yes,0,174,direct,13.26
SCV20001976,commercial,metro_station,4.03,20.10,medium,afternoon,weekday,cloudy,rapido,yes,0,148,direct,102.31
SCV20001977,college_area,commercial,4.72,27.40,medium,morning,weekday,clear,uber,yes,0,23,direct,312.47
SCV20001978,commercial,office_area,4.17,42.00,high,morning,weekday,clear,uber,yes,0,66,direct,484.72
SCV20001979,airport,metro_station,24.43,131.40,medium,morning,weekday,clear,bus,yes,2,1389,multimodal,61.03
SCV20001980,metro_station,residential,5.35,21.20,medium,afternoon,weekday,cloudy,ola,yes,0,71,direct,260.03
SCV20001981,commercial,office_area,7.31,73.90,medium,afternoon,weekday,clear,bus,yes,3,1782,multimodal,19.60
SCV20001982,college_area,office_area,6.97,73.50,low,night,weekend,rainy,auto,no,3,2237,multimodal,253.87
SCV20001983,airport,commercial,31.50,83.80,low,night,weekend,rainy,ola,no,0,184,direct,989.70
SCV20001984,airport,office_area,22.71,99.40,low,morning,weekend,clear,metro,no,1,1247,multimodal,25.41
SCV20001985,metro_station,commercial,3.44,29.30,medium,evening,weekday,clear,bus,yes,0,183,direct,20.06
SCV20001986,college_area,residential,4.20,21.10,medium,morning,weekday,rainy,uber,yes,0,27,direct,326.50
SCV20001987,residential,metro_station,5.40,37.50,medium,afternoon,weekday,clear,metro,yes,0,238,direct,10.00
SCV20001988,college_area,residential,10.41,41.30,medium,morning,weekday,cloudy,bus,yes,0,353,direct,33.39
SCV20001989,commercial,residential,5.57,57.40,low,afternoon,weekend,clear,rapido,no,3,1283,multimodal,125.95
SCV20001990,commercial,shopping_area,6.62,35.00,medium,evening,weekday,clear,ola,yes,0,114,direct,375.85
SCV20001991,residential,office_area,12.89,46.90,medium,afternoon,weekday,clear,bus,yes,0,186,direct,39.96
SCV20001992,residential,office_area,9.97,73.80,medium,morning,weekday,cloudy,metro,yes,2,998,multimodal,39.77
SCV20001993,residential,metro_station,3.85,26.00,medium,morning,weekday,cloudy,rapido,yes,0,0,direct,89.75
SCV20001994,commercial,shopping_area,6.21,22.10,medium,afternoon,weekday,rainy,rapido,no,0,49,direct,124.94
SCV20001995,college_area,office_area,8.43,27.10,low,afternoon,weekend,clear,ola,no,0,50,direct,281.24
SCV20001996,airport,office_area,36.39,150.00,high,evening,weekday,clear,metro,yes,2,1239,multimodal,74.21
SCV20001997,metro_station,residential,4.54,53.10,high,evening,weekday,rainy,rapido,yes,0,132,direct,210.68
SCV20001998,airport,commercial,22.76,109.70,medium,morning,weekday,clear,bus,yes,1,1125,multimodal,35.34
SCV20001999,college_area,residential,4.03,36.70,medium,morning,weekday,clear,rapido,yes,0,62,direct,102.20
SCV20002000,college_area,metro_station,4.78,54.80,high,evening,weekday,rainy,ola,yes,0,83,direct,483.21
SCV20002001,residential,office_area,13.98,55.40,medium,morning,weekday,clear,bus,yes,0,161,direct,30.27
SCV20002002,commercial,metro_station,6.25,63.70,high,evening,weekday,cloudy,ola,yes,0,23,direct,515.23
SCV20002003,commercial,office_area,6.22,24.10,low,afternoon,weekday,clear,auto,no,0,82,direct,141.91
SCV20002004,residential,metro_station,4.65,37.40,medium,evening,weekday,clear,uber,yes,0,140,direct,362.81
SCV20002005,residential,commercial,9.75,58.70,low,afternoon,weekday,clear,metro,no,2,1469,multimodal,27.90
SCV20002006,college_area,residential,4.45,24.70,low,afternoon,weekday,cloudy,uber,no,0,0,direct,244.79
SCV20002007,airport,metro_station,20.12,143.00,medium,evening,weekend,rainy,ola,no,3,1478,multimodal,1088.77
SCV20002008,commercial,residential,15.32,64.50,low,night,weekday,cloudy,metro,no,1,906,multimodal,22.46
SCV20002009,residential,metro_station,2.70,33.20,high,evening,weekday,rainy,auto,yes,0,69,direct,183.98
SCV20002010,college_area,office_area,14.69,62.70,low,afternoon,weekday,clear,auto,no,1,1039,multimodal,297.24
SCV20002011,college_area,commercial,12.04,49.10,medium,afternoon,weekday,rainy,rapido,yes,0,0,direct,203.31
SCV20002012,commercial,residential,7.08,26.20,low,afternoon,weekend,clear,ola,yes,0,0,direct,291.70
SCV20002013,commercial,shopping_area,5.29,56.90,medium,afternoon,weekday,cloudy,metro,no,1,1064,multimodal,21.81
SCV20002014,college_area,metro_station,5.74,29.20,medium,evening,weekday,clear,rapido,yes,0,111,direct,102.71
SCV20002015,residential,shopping_area,9.54,44.90,medium,evening,weekend,clear,rapido,no,0,209,direct,167.16
SCV20002016,airport,commercial,28.95,150.00,medium,evening,weekday,clear,rapido,yes,2,1138,multimodal,491.23
SCV20002017,metro_station,residential,6.08,60.30,medium,evening,weekday,clear,bus,yes,1,1398,multimodal,11.55
SCV20002018,college_area,office_area,5.73,27.50,low,afternoon,weekday,cloudy,uber,no,0,0,direct,296.18
SCV20002019,college_area,residential,8.25,22.90,low,night,weekday,cloudy,uber,yes,0,82,direct,377.92
SCV20002020,commercial,office_area,7.86,72.30,high,evening,weekday,rainy,bus,yes,0,205,direct,20.79
SCV20002021,metro_station,shopping_area,3.13,17.70,medium,afternoon,weekday,clear,rapido,no,0,155,direct,78.12
SCV20002022,commercial,office_area,4.77,34.50,medium,afternoon,weekday,rainy,bus,yes,0,275,direct,14.48
SCV20002023,residential,metro_station,5.29,48.80,high,evening,weekday,clear,ola,yes,0,179,direct,415.05
SCV20002024,commercial,office_area,6.99,84.10,high,evening,weekday,cloudy,ola,yes,1,1100,multimodal,626.13
SCV20002025,commercial,metro_station,3.54,22.30,medium,afternoon,weekday,clear,rapido,yes,0,127,direct,56.43
SCV20002026,college_area,metro_station,1.88,14.20,medium,evening,weekday,clear,metro,yes,0,122,direct,10.32
SCV20002027,commercial,office_area,9.81,46.90,medium,afternoon,weekday,rainy,uber,yes,0,128,direct,607.66
SCV20002028,residential,metro_station,3.44,44.40,medium,evening,weekend,rainy,uber,no,2,1132,multimodal,371.77
SCV20002029,commercial,office_area,9.49,26.10,low,night,weekday,clear,ola,no,0,150,direct,312.08
SCV20002030,residential,office_area,10.81,33.30,low,night,weekday,clear,auto,no,0,75,direct,198.84
SCV20002031,residential,metro_station,5.30,54.90,low,afternoon,weekend,clear,metro,no,1,1255,multimodal,15.41
SCV20002032,commercial,metro_station,8.67,48.10,low,morning,weekend,cloudy,auto,no,1,967,multimodal,237.60
SCV20002033,metro_station,shopping_area,3.09,19.50,medium,afternoon,weekday,cloudy,ola,no,0,106,direct,165.87
SCV20002034,metro_station,commercial,5.16,35.90,medium,evening,weekday,clear,metro,no,0,143,direct,19.75
SCV20002035,airport,residential,20.54,69.10,low,afternoon,weekday,clear,auto,no,0,35,direct,383.18
SCV20002036,commercial,metro_station,4.17,24.10,low,afternoon,weekday,clear,rapido,no,0,85,direct,80.77
SCV20002037,residential,metro_station,8.03,36.30,medium,afternoon,weekday,clear,metro,yes,0,151,direct,29.63
SCV20002038,residential,metro_station,5.22,39.10,medium,morning,weekday,clear,auto,yes,1,1048,multimodal,180.57
SCV20002039,residential,shopping_area,12.29,93.30,high,evening,weekday,clear,metro,yes,0,101,direct,53.03
SCV20002040,commercial,metro_station,4.89,17.40,low,afternoon,weekday,clear,rapido,no,0,67,direct,98.33
SCV20002041,residential,shopping_area,9.31,45.20,low,night,weekend,clear,rapido,no,1,283,multimodal,154.98
SCV20002042,metro_station,office_area,11.04,94.60,medium,morning,weekday,clear,rapido,yes,3,1717,multimodal,287.27
SCV20002043,college_area,metro_station,5.47,25.30,low,afternoon,weekday,clear,ola,no,0,76,direct,211.49
SCV20002044,commercial,residential,11.89,45.70,medium,morning,weekday,cloudy,uber,yes,0,51,direct,645.50
SCV20002045,college_area,commercial,12.82,49.10,low,afternoon,weekday,clear,ola,no,1,802,multimodal,430.92
SCV20002046,airport,commercial,32.87,150.00,medium,evening,weekday,clear,metro,yes,2,1741,multimodal,56.96
SCV20002047,metro_station,residential,4.49,49.70,medium,morning,weekday,cloudy,metro,yes,1,1449,multimodal,10.92
SCV20002048,residential,commercial,4.27,35.90,medium,evening,weekday,clear,uber,yes,0,51,direct,355.19
SCV20002049,residential,commercial,12.44,98.80,high,evening,weekday,rainy,auto,yes,0,45,direct,569.45
SCV20002050,residential,commercial,12.23,81.90,medium,morning,weekday,clear,bus,yes,1,1078,multimodal,25.03
SCV20002051,college_area,residential,7.25,41.50,medium,evening,weekend,clear,ola,no,0,38,direct,304.39
SCV20002052,commercial,residential,9.17,55.50,low,night,weekend,rainy,metro,no,2,1709,multimodal,21.34
SCV20002053,metro_station,commercial,4.07,51.30,high,evening,weekday,rainy,metro,yes,0,275,direct,48.67
SCV20002054,commercial,metro_station,6.60,29.20,low,afternoon,weekday,clear,rapido,no,0,123,direct,77.40
SCV20002055,residential,commercial,8.84,58.00,medium,afternoon,weekday,clear,ola,yes,2,987,multimodal,439.47
SCV20002056,commercial,metro_station,6.62,32.10,medium,morning,weekday,clear,metro,no,0,228,direct,21.00
SCV20002057,commercial,shopping_area,7.69,79.00,medium,evening,weekday,clear,rapido,yes,3,1474,multimodal,202.03
SCV20002058,commercial,office_area,6.01,20.60,low,morning,weekend,clear,rapido,no,0,129,direct,88.49
SCV20002059,residential,office_area,11.88,53.80,medium,afternoon,weekday,clear,metro,yes,0,232,direct,10.00
SCV20002060,commercial,metro_station,6.13,93.80,high,evening,weekday,rainy,ola,yes,2,1952,multimodal,706.17
SCV20002061,residential,commercial,5.09,22.80,medium,evening,weekday,clear,ola,yes,0,115,direct,314.08
SCV20002062,metro_station,shopping_area,3.44,27.60,medium,evening,weekday,cloudy,bus,yes,0,194,direct,14.96
SCV20002063,residential,metro_station,6.72,27.30,low,night,weekday,cloudy,ola,no,0,16,direct,256.23
SCV20002064,residential,office_area,12.91,63.20,medium,morning,weekday,rainy,rapido,no,0,140,direct,200.42
SCV20002065,metro_station,commercial,4.54,40.20,high,evening,weekday,clear,bus,yes,0,171,direct,19.22
SCV20002066,residential,commercial,12.64,79.10,medium,morning,weekend,clear,bus,yes,1,1094,multimodal,23.47
SCV20002067,metro_station,residential,4.19,38.20,high,evening,weekday,clear,ola,yes,0,96,direct,355.86
SCV20002068,metro_station,commercial,3.40,19.60,medium,afternoon,weekday,cloudy,metro,yes,0,65,direct,10.00
SCV20002069,commercial,metro_station,4.80,25.20,medium,morning,weekday,clear,rapido,yes,1,10,direct,72.95
SCV20002070,airport,office_area,30.79,85.00,low,night,weekday,cloudy,ola,no,0,99,direct,919.54
SCV20002071,metro_station,commercial,5.20,29.50,medium,morning,weekday,clear,ola,yes,1,107,direct,266.64
SCV20002072,metro_station,office_area,6.62,35.10,medium,morning,weekday,clear,ola,yes,0,84,direct,347.87
SCV20002073,metro_station,office_area,8.98,24.30,low,afternoon,weekend,cloudy,ola,no,0,52,direct,297.49
SCV20002074,college_area,residential,6.22,21.00,low,afternoon,weekday,clear,ola,no,0,101,direct,221.80
SCV20002075,metro_station,office_area,3.71,20.90,medium,evening,weekend,clear,uber,no,0,45,direct,260.10
SCV20002076,airport,metro_station,28.82,108.90,medium,morning,weekday,clear,bus,yes,0,136,direct,64.34
SCV20002077,airport,residential,30.14,84.50,low,night,weekday,rainy,ola,no,0,24,direct,1010.22
SCV20002078,commercial,metro_station,6.73,68.70,medium,evening,weekday,clear,metro,yes,1,483,multimodal,16.22
SCV20002079,metro_station,commercial,2.34,22.60,high,morning,weekday,rainy,ola,yes,0,72,direct,256.40
SCV20002080,commercial,residential,8.08,72.90,high,evening,weekday,cloudy,uber,yes,0,111,direct,802.20
SCV20002081,residential,office_area,10.43,108.00,high,evening,weekday,clear,ola,yes,1,518,multimodal,865.93
SCV20002082,residential,metro_station,6.45,34.30,medium,morning,weekday,cloudy,metro,yes,0,167,direct,19.82
SCV20002083,residential,office_area,7.91,40.60,medium,morning,weekday,rainy,metro,yes,0,135,direct,24.11
SCV20002084,airport,residential,32.38,89.90,low,night,weekday,rainy,ola,no,0,124,direct,1043.45
SCV20002085,residential,commercial,7.81,61.80,high,evening,weekday,clear,rapido,yes,0,184,direct,233.58
SCV20002086,metro_station,shopping_area,7.60,43.30,medium,morning,weekday,clear,rapido,yes,0,169,direct,167.77
SCV20002087,college_area,residential,7.82,22.40,low,night,weekend,cloudy,auto,no,0,159,direct,146.46
SCV20002088,metro_station,commercial,5.31,34.00,medium,evening,weekday,clear,metro,yes,0,155,direct,16.57
SCV20002089,metro_station,shopping_area,5.59,30.10,medium,morning,weekday,clear,uber,yes,0,69,direct,385.92
SCV20002090,commercial,office_area,11.45,70.50,medium,morning,weekday,clear,bus,yes,1,1285,multimodal,37.56
SCV20002091,commercial,metro_station,4.62,53.70,medium,evening,weekday,clear,bus,yes,1,1053,multimodal,12.59
SCV20002092,metro_station,shopping_area,8.73,44.90,medium,evening,weekday,clear,ola,yes,0,0,direct,417.09
SCV20002093,metro_station,commercial,2.06,16.10,medium,morning,weekday,clear,metro,no,0,304,direct,10.00
SCV20002094,airport,residential,26.79,150.00,high,evening,weekday,rainy,rapido,yes,1,815,multimodal,660.54
SCV20002095,commercial,metro_station,4.15,22.80,medium,morning,weekday,clear,metro,yes,0,143,direct,24.74
SCV20002096,airport,metro_station,17.57,100.30,medium,evening,weekday,clear,auto,no,0,133,direct,420.96
SCV20002097,college_area,residential,5.76,23.20,low,afternoon,weekday,cloudy,ola,no,0,183,direct,213.81
SCV20002098,metro_station,shopping_area,5.06,32.80,medium,evening,weekday,clear,uber,yes,0,165,direct,366.75
SCV20002099,metro_station,office_area,3.29,34.30,medium,morning,weekday,clear,auto,yes,1,825,multimodal,137.24
SCV20002100,residential,shopping_area,10.75,41.20,low,afternoon,weekend,clear,rapido,no,0,211,direct,131.21
SCV20002101,residential,office_area,10.68,45.30,medium,morning,weekday,rainy,uber,no,0,55,direct,579.91
SCV20002102,airport,office_area,30.03,150.00,medium,evening,weekend,clear,uber,yes,1,26,direct,1500.00
SCV20002103,college_area,commercial,9.64,63.90,low,evening,weekend,cloudy,metro,no,1,1163,multimodal,18.15
SCV20002104,commercial,metro_station,5.64,67.90,high,morning,weekday,rainy,bus,yes,1,842,multimodal,28.44
SCV20002105,residential,metro_station,7.86,73.50,high,evening,weekday,cloudy,auto,yes,1,90,direct,345.49
SCV20002106,airport,metro_station,20.89,150.00,high,evening,weekday,rainy,rapido,yes,1,46,direct,567.20
SCV20002107,residential,office_area,8.45,53.10,medium,evening,weekend,clear,ola,no,0,0,direct,365.95
SCV20002108,metro_station,shopping_area,5.88,30.10,low,afternoon,weekday,cloudy,ola,yes,1,1005,multimodal,279.81
SCV20002109,residential,shopping_area,9.57,37.20,medium,afternoon,weekday,clear,uber,no,0,66,direct,446.17
SCV20002110,residential,commercial,9.17,73.00,high,evening,weekday,clear,rapido,yes,0,133,direct,249.10
SCV20002111,metro_station,shopping_area,8.16,30.50,low,morning,weekend,clear,uber,no,0,0,direct,365.43
SCV20002112,college_area,office_area,9.90,70.60,low,afternoon,weekend,rainy,bus,no,2,1353,multimodal,10.00
SCV20002113,commercial,office_area,6.58,39.40,medium,evening,weekend,clear,metro,no,0,186,direct,26.49
SCV20002114,residential,metro_station,1.84,41.10,medium,evening,weekend,clear,uber,yes,2,1082,multimodal,335.00
SCV20002115,residential,metro_station,6.61,43.30,medium,morning,weekday,clear,rapido,yes,0,83,direct,143.99
SCV20002116,metro_station,office_area,5.90,35.60,medium,evening,weekday,clear,uber,yes,0,64,direct,399.78
SCV20002117,airport,office_area,27.90,72.50,low,night,weekend,cloudy,uber,no,0,158,direct,1058.71
SCV20002118,metro_station,commercial,5.90,63.60,high,morning,weekday,rainy,metro,yes,1,1003,multimodal,21.78
SCV20002119,metro_station,residential,4.59,48.70,high,evening,weekday,clear,auto,yes,0,25,direct,265.42
SCV20002120,airport,metro_station,18.57,76.30,low,evening,weekend,clear,uber,no,0,42,direct,814.21
SCV20002121,residential,metro_station,3.49,41.70,medium,afternoon,weekday,cloudy,bus,yes,1,871,multimodal,33.48
SCV20002122,commercial,metro_station,3.64,29.00,medium,evening,weekend,clear,rapido,yes,0,219,direct,95.96
SCV20002123,airport,residential,24.11,99.30,low,night,weekend,clear,metro,no,1,1471,multimodal,61.52
SCV20002124,metro_station,residential,7.34,70.50,medium,morning,weekday,clear,bus,yes,3,1633,multimodal,28.83
SCV20002125,college_area,residential,4.99,49.20,low,afternoon,weekend,clear,uber,no,2,1528,multimodal,366.07
SCV20002126,metro_station,shopping_area,4.75,26.70,medium,evening,weekday,clear,uber,yes,0,84,direct,333.22
SCV20002127,college_area,office_area,10.19,65.40,medium,evening,weekend,cloudy,rapido,no,0,100,direct,164.11
SCV20002128,college_area,metro_station,5.61,23.10,low,night,weekend,clear,rapido,no,0,59,direct,83.44
SCV20002129,residential,metro_station,6.14,30.50,low,afternoon,weekday,clear,uber,no,0,36,direct,299.40
